eid	origin	source	name	slot	rarity	groups	mechanic	status	also_seen_in	dupe_count
E1687	balatro	balatro	Swashbuckler	joker	Common		Adds the sell value of all other owned Jokers to Mult.			0
E1688	balatro	balatro	The Arm	boss_blind			Permanently decreases the level of the poker hand played by 1.			0
E1689	balatro	balatro	The Club	boss_blind			All Club cards are debuffed (score no Chips or Mult).			0
E1690	balatro	balatro	The Eye	boss_blind			No poker hand type can be played more than once this round.			0
E1691	balatro	balatro	The Family	joker	Rare		X4 Mult if played hand contains a Four of a Kind.		cryptid	1
E1692	balatro	balatro	The Fish	boss_blind			Cards are drawn face down after each hand played.			0
E1693	balatro	balatro	The Flint	boss_blind			Base Chips and Mult for played poker hands are halved.			0
E1694	balatro	balatro	The Goad	boss_blind			All Spade cards are debuffed.			0
E1695	balatro	balatro	The Head	boss_blind			All Heart cards are debuffed.			0
E1696	balatro	balatro	The Hook	boss_blind			Discards 2 random cards held in hand after every hand played.			0
E1697	balatro	balatro	The House	boss_blind			First hand of the round is dealt face down.			0
E1698	balatro	balatro	The Idol	joker	Uncommon		Each played card matching a target rank and suit gives X2 Mult when scored; the target card changes every round.			0
E1699	balatro	balatro	The Mark	boss_blind			All face cards are dealt face down.			0
E1700	balatro	balatro	The Mouth	boss_blind			Only one poker hand type can be played all round.			0
E1701	balatro	balatro	The Needle	boss_blind			Play only 1 hand the entire round, requiring 1x base Chips.			0
E1702	balatro	balatro	The Omelette	challenge			Blinds and extra hands give no reward money and no interest is earned; starts with 5 Egg Jokers; economy-related vouchers/Jokers are banned.			0
E1703	balatro	balatro	The Ox	boss_blind			Playing a hand of the most-played poker hand type this run sets money to $0.			0
E1704	balatro	balatro	The Pillar	boss_blind			Cards played in previous hands this Ante are debuffed.			0
E1705	balatro	balatro	The Plant	boss_blind			All face cards are debuffed.			0
E1706	balatro	balatro	The Psychic	boss_blind			Must play exactly 5 cards each hand (not all need to score).			0
E1707	balatro	balatro	The Serpent	boss_blind			After every play or discard, always draw back up to 3 cards.			0
E1708	balatro	balatro	The Tooth	boss_blind			Lose $1 for each card played.			0
E1709	balatro	balatro	The Wall	boss_blind			Extra large blind requiring 4x base Chips to beat.			0
E1710	balatro	balatro	The Water	boss_blind			Start the round with 0 discards.			0
E1711	balatro	balatro	The Wheel	boss_blind			1 in 7 cards are dealt face down during the round.			0
E1712	balatro	balatro	The Window	boss_blind			All Diamond cards are debuffed.			0
E1713	balatro	balatro	Throwback	joker	Uncommon		X0.25 Mult for each Blind skipped this run.			0
E1714	balatro	balatro	To Do List	joker	Common		Earn $4 if the played poker hand matches a specific target hand; the target hand changes at the end of round.			0
E1715	balatro	balatro	To the Moon	joker	Uncommon		Earn an extra $1 of interest for every $5 you have at end of round.			0
E1716	balatro	balatro	Top-up Tag	tag			Creates up to 2 Common Jokers, if there is room.			0
E1717	balatro	balatro	Trading Card	joker	Uncommon		If first discard of round has only 1 card, destroys it and earns $3.			0
E1718	balatro	balatro	Triboulet	joker	Legendary		Played Kings and Queens each give X2 Mult when scored.			0
E1719	balatro	balatro	Turtle Bean	joker	Uncommon		+5 hand size, reducing by 1 each round until it reaches 0.			0
E1720	balatro	balatro	Typecast	challenge			After the Ante 4 boss is defeated, all Jokers become Eternal and Joker slots are set to 0; Verdant Leaf blind is banned.			0
E1721	balatro	balatro	Uncommon Tag	tag			Shop contains a free Uncommon Joker.			0
E1722	balatro	balatro	Vagabond	joker	Rare		Creates a Tarot card if hand is played with $4 or less.			0
E1723	balatro	balatro	Vampire	joker	Uncommon		Gains X0.1 Mult permanently per scoring Enhanced card played, and removes that card's Enhancement.			0
E1724	balatro	balatro	Verdant Leaf	boss_blind			All cards are debuffed until a Joker is sold.			0
E1725	balatro	balatro	Violet Vessel	boss_blind			Very large blind requiring 6x base Chips to beat.			0
E1726	balatro	balatro	Voucher Tag	tag			Adds one Voucher to the next shop.		cryptid	1
E1727	balatro	balatro	Walkie Talkie	joker	Common		Each played 10 or 4 gives +10 Chips and +4 Mult when scored.		balatro;cryptid	3
E1728	balatro	balatro	Wee Joker	joker	Rare		Gains +8 Chips permanently when each played 2 is scored.		cryptid	1
E1729	balatro	balatro	White Stake	stake			Base difficulty, no additional modifiers.			0
E1730	balatro	balatro	Wild Card	enhancement			Considered to be every suit simultaneously.			0
E1731	balatro	balatro	Wily Joker	joker	Common		+100 Chips if played hand contains a Three of a Kind.			0
E1732	balatro	balatro	Wrathful Joker	joker	Common		Played cards with Spade suit give +3 Mult when scored.			0
E1733	balatro	balatro	X-ray Vision	challenge			1 in 4 cards are dealt face down.			0
E1734	balatro	balatro	Yorick	joker	Legendary		Gains X1 Mult permanently every 23 cards discarded.			0
E1735	balatro	balatro	Zany Joker	joker	Common		+12 Mult if played hand contains a Three of a Kind.		balatro	1
E1736	cryptid	cryptid	2D	joker	Common		Retriggers each played 2, 2 additional times		cryptid	1
E1737	cryptid	cryptid	Abstract Card	card_modifier			^1.15 Mult; counts as its own rank and suit; 1 in 4 chance to be destroyed when held at round end or after scoring			0
E1738	cryptid	cryptid	Absurd Joker	joker	Common		+4 Mult if played hand contains a High Card		cryptid	1
E1739	cryptid	cryptid	Ace Aequilibrium	joker	Exotic		Jokers appear from the shop in Collection order; creates 2 Negative Jokers when a hand is played; Exotic-or-better Jokers cannot appear			0
E1740	cryptid	cryptid	Adroit Joker	joker	Common		+170 Chips if played hand contains a Bulwark			0
E1741	cryptid	cryptid	Amber Stake	stake			-1 Booster Pack slot			0
E1742	cryptid	cryptid	Antimatter Deck	deck			Applies the upsides of every deck won with Gold Stake (Modest/Mainline) or every deck (Madness)			0
E1743	cryptid	cryptid	Antimatter Sleeve	sleeve			Applies the effects and special deck-pairing effects of all deck sleeves			0
E1744	cryptid	cryptid	AP Joker	joker	Uncommon		X4 Mult against Boss Blinds			0
E1745	cryptid	cryptid	Arsonist	joker	Rare		If played hand contains a Full House, destroys all cards after scoring			0
E1746	cryptid	cryptid	Ascendant Stake	stake			-1 Shop Slot			0
E1747	cryptid	cryptid	Astral	card_modifier			^1.1 Mult			0
E1748	cryptid	cryptid	Astral in a Bottle	joker	Uncommon		When sold, applies Astral (and Perishable, gameset-dependent, possibly to two separate Jokers) to a random Joker			0
E1749	cryptid	cryptid	Astral Tag	tag			Next base-edition shop Joker is free and becomes Astral			0
E1750	cryptid	cryptid	Azure Seal	card_modifier			Creates 3 Negative Planets for the played poker hand, then destroys this card			0
E1751	cryptid	cryptid	Azure Stake	stake			Values on Jokers are reduced by 20%			0
E1752	cryptid	cryptid	Balanced Sleeve	sleeve			All cards have the same chance of appearing in shops; starts run with +2 Shop Slots			0
E1753	cryptid	cryptid	Ballin'	challenge			3 Joker slots; starts with 52 Stone Cards and an Eternal Jimball; bans Vampire and several tarots			0
E1754	cryptid	cryptid	Banana Tag	tag			Creates Gros Michel (or Cavendish if extinct this run), must have room			0
E1755	cryptid	cryptid	Beige Deck	deck			Common Jokers have quadrupled values			0
E1756	cryptid	cryptid	Beige Sleeve	sleeve			Common Jokers have quadrupled values, or Uncommon Jokers if paired with Beige Deck			0
E1757	cryptid	cryptid	Better Top-up Tag	tag			Creates up to 2 Uncommon Jokers (must have room)			0
E1758	cryptid	cryptid	Blacklist	joker	Cursed		If a chosen rank is held or played, sets Chips and Mult to 0; self-destructs if no cards of that rank remain in the deck			0
E1759	cryptid	cryptid	Blank Deck	deck			No effect			0
E1760	cryptid	cryptid	Blender	joker	Common		Creates a random consumable when a Code card is used (must have room)			0
E1761	cryptid	cryptid	Blossom Stake	stake			Final Boss Blinds can appear in any Ante			0
E1762	cryptid	cryptid	Blurred	card_modifier			Retriggers this card 1 time, plus 1 in 2 chance to retrigger 1 additional time			0
E1763	cryptid	cryptid	Blurred Joker	joker	Common		Gain +1 hand when Blind is selected			0
E1764	cryptid	cryptid	Blurred Tag	tag			Next base-edition shop Joker is free and becomes Blurred			0
E1765	cryptid	cryptid	Bonk	joker	Uncommon		Each Joker gives +6 Chips, +1 more if poker hand is a Pair; Jolly Jokers give +18 Chips instead			0
E1766	cryptid	cryptid	Bonkers Joker	joker	Common		+20 Mult if played hand contains a Bulwark		cryptid	1
E1767	cryptid	cryptid	Bonus Joker	joker	Epic		1 in 8 chance per played Bonus card scored to increase Joker or Consumable slots by 1, up to twice per round			0
E1768	cryptid	cryptid	Booster Joker	joker	Uncommon		+1 Booster Pack slot available in shop			0
E1769	cryptid	cryptid	Booster Tag	tag			Next Booster Pack has double cards and double choices; decrements a shared counter on use			0
E1770	cryptid	cryptid	Boredom	joker	Epic		1 in 2 chance to retrigger each Joker or played card (does not affect other copies of Boredom)			0
E1771	cryptid	cryptid	Bountiful Deck	deck			After Play or Discard, always draw 5 cards		cryptid	1
E1772	cryptid	cryptid	Brittle Candy	joker	Candy		For the next 9 hands, adds Stone, Gold, or Steel to the rightmost scoring card			0
E1773	cryptid	cryptid	Broken Sync Catalyst	joker	Rare		Swaps 10% of Chips with 10% of Mult			0
E1774	cryptid	cryptid	Bronze Stake	stake			Vouchers are 50% more expensive			0
E1775	cryptid	cryptid	Brown Stake	stake			All stickers are compatible with each other (e.g. Perishable and Eternal simultaneously)			0
E1776	cryptid	cryptid	Bubble M	joker	Common		Creates a Foil Jolly Joker if played hand contains a Three of a Kind, then self-destructs			0
E1777	cryptid	cryptid	Bulwark	poker_hand			100 Chips x 10 Mult; requires five rankless, suitless (Stone) cards			0
E1778	cryptid	cryptid	Bundle Tag	tag			Creates a Standard Tag, a Charm Tag, a Buffoon Tag, and a Meteor Tag			0
E1779	cryptid	cryptid	Bus Driver	joker	Uncommon		3 in 4 chance for +50 Mult, 1 in 4 chance for -50 Mult			0
E1780	cryptid	cryptid	Buttercup	joker	Candy		Can store 1 selected shop item; when sold, adds the stored item to the next shop			0
E1781	cryptid	cryptid	Caeruleum	joker	Exotic		Adjacent chips/mult-modifying Jokers use the next-highest operator for scoring (+, then X, then ^), capped at exponentiation			0
E1782	cryptid	cryptid	Candy Basket	joker	Uncommon		Sell this card to create 0 Candies; +1 Candy every 2 Blinds defeated, +2 Candies when a Boss Blind is defeated			0
E1783	cryptid	cryptid	Candy Buttons	joker	Candy		The next 15 shop rerolls cost $1 each			0
E1784	cryptid	cryptid	Candy Cane	joker	Candy		For the next 11 rounds, playing cards give $4 when retriggered			0
E1785	cryptid	cryptid	Candy Dagger	joker	Uncommon		When Blind is selected, destroys Joker to the left to create a Candy			0
E1786	cryptid	cryptid	Candy Sticks	joker	Candy		The next Boss Blind's effect isn't active until you've played 1 hand			0
E1787	cryptid	cryptid	Canvas	joker	Epic		Retriggers all Jokers to the left once for every non-Common Joker to the right of this Joker			0
E1788	cryptid	cryptid	Caramel	joker	Epic		Each played card gives X1.75 Mult when scored, for the next 11 rounds			0
E1789	cryptid	cryptid	Carved Pumpkin	joker	Rare		The next 5 Boss Blinds have their abilities disabled (removed)			0
E1790	cryptid	cryptid	Cat Tag	tag			Grants a leveled Cat Tag; two Cat Tags of the same level merge into one of the next level when clicked			0
E1791	cryptid	cryptid	CCD Deck	deck			Every card is also a random consumable		cryptid	1
E1792	cryptid	cryptid	Celestial Globe	joker	Rare		Gains X0.2 Chips if poker hand matches a rotating hand type (changes each time it increases)			0
E1793	cryptid	cryptid	Chad	joker	Rare		Retriggers leftmost Joker 2 additional times			0
E1794	cryptid	cryptid	Chili Pepper	joker	Uncommon		Gains X0.5 Mult at end of round, self-destructs after 8 rounds			0
E1795	cryptid	cryptid	Chocolate Die	joker	Rare		Rolls a d10 when Boss Blind is defeated to start a random event			0
E1796	cryptid	cryptid	Circulus Pistoris	joker	Exotic		^pi Chips and ^pi Mult if exactly 3 hands remaining			0
E1797	cryptid	cryptid	Circus	joker	Epic		Rare Jokers give X2 Mult, Epic give X3, Legendary give X4, Exotic give X20, each			0
E1798	cryptid	cryptid	Clicked Cookie	joker	Common		+200 Chips, -1 Chips each time you click it			0
E1799	cryptid	cryptid	Clockwork Joker	joker	Epic		Retriggers held Steel cards every 2(1) hands, gains X0.25(X1) Mult every 3(2) hands, turns the first played card Steel every 5(4) hands, held Steel cards give +X0.1 Mult(X1) every 7(6) hands; triggering all four at once creates a copy of itself			0
E1800	cryptid	cryptid	Clone Tag	tag			Shop items cost 1.5x as much while held; obtain a copy of the next bought card, then is consumed			0
E1801	cryptid	cryptid	Clusterfuck/Cluster	poker_hand			200 Chips x 19 Mult; requires at least eight cards containing no Pair, Flush, or Straight			0
E1802	cryptid	cryptid	Code Joker	joker	Epic		Creates a Negative Code Card when Blind is selected			0
E1803	cryptid	cryptid	Compound Interest	joker	Rare		Earns 12% of total money at end of round, increasing by 3% per consecutive payout			0
E1804	cryptid	cryptid	Console Tag	tag			Gives a free Program Pack			0
E1805	cryptid	cryptid	Consume-able	joker	Uncommon		Earns $3 when using a consumable			0
E1806	cryptid	cryptid	Conveyor Deck	deck			Jokers may not be moved; at start of round, duplicates the rightmost Joker and destroys the leftmost Joker		cryptid	1
E1807	cryptid	cryptid	Copy/Paste	joker	Epic		1 in 2 chance to duplicate used Code cards, once per round (must have room)			0
E1808	cryptid	cryptid	Cotton Candy	joker	Candy		When sold, adjacent Jokers become Negative			0
E1809	cryptid	cryptid	Crimson Stake	stake			Vouchers restock on even Antes			0
E1810	cryptid	cryptid	Critical Deck	deck			After each hand played, 1 in 4 chance for ^2 Mult, 1 in 8 chance for ^0.5 Mult		cryptid	1
E1811	cryptid	cryptid	Crustulum	joker	Exotic		Gains +4 Chips per shop reroll; all rerolls are free			0
E1812	cryptid	cryptid	Crypto Coin	joker	Common		Earns between $1 and $10 for each Joker sold			0
E1813	cryptid	cryptid	Cube	joker	Common		+6 Chips (costs -$27)			0
E1814	cryptid	cryptid	Cursor	joker	Common		Gains +8 Chips for each card purchased			0
E1815	cryptid	cryptid	Cut	joker	Uncommon		Destroys a random Code card and gains X0.5 Mult at the end of the shop			0
E1816	cryptid	cryptid	Cyan Stake	stake			Uncommon and Rare Jokers are less likely to appear			0
E1817	cryptid	cryptid	:D	joker	Common		Creates a random Joker at end of round; sell this card to create a random Joker (must have room)			0
E1818	cryptid	cryptid	Dagger War	challenge			Starts with 2x Negative M Chain, 2x Negative Gift Card, and Eternal Ceremonial Dagger, Unjust Dagger, Monkey Dagger, and Pirate Dagger; Lock is banned			0
E1819	cryptid	cryptid	Dawn Stake	stake			Tarots and Spectrals target 1 fewer card (minimum of 1)			0
E1820	cryptid	cryptid	Deck of Equilibrium	deck			All cards have the same chance of appearing in shops; starts run with Overstock Plus			0
E1821	cryptid	pokermon	Delibird Dilemma	challenge			All Blinds give no reward money, extra hands earn no money, no Interest at end of round; starts with Eternal Delibird			0
E1822	cryptid	cryptid	Delirious Joker	joker	Common		+22 Mult if played hand contains a Five of a Kind		cryptid	1
E1823	cryptid	cryptid	Demicolon	joker	Epic		No effect (N/A)			0
E1824	cryptid	cryptid	Diamond Stake	stake			Must beat Ante 10 to win the run			0
E1825	cryptid	cryptid	Digital Hallucinations	joker	Uncommon		When a Booster Pack is opened, 1 in 2 chance to create a random Negative card matching its type			0
E1826	cryptid	cryptid	Discreet Joker	joker	Common		+240 Chips if played hand contains a Flush Five			0
E1827	cryptid	cryptid	Doodle M	joker	Epic		Creates 2 Negative consumables when Blind is selected, +1 more per Jolly Joker owned			0
E1828	cryptid	cryptid	Double M Tag	tag			Shop has a Jolly M Joker			0
E1829	cryptid	cryptid	Double Scale	joker	Epic		Scaling Jokers scale quadratically instead of linearly (e.g. +1, +3, +6, +10)			0
E1830	cryptid	cryptid	Double-Sided	card_modifier			Card can be flipped to reveal a different (optionally merged) card on its back side (removed in v0.5.16b)			0
E1831	cryptid	cryptid	Dropshot	joker	Rare		Gains X0.2 Mult per played nonscoring card of a suit that changes every round			0
E1832	cryptid	cryptid	Dubious Joker	joker	Common		+20 Chips if played hand contains a High Card			0
E1833	cryptid	cryptid	Duplicare	joker	Exotic		Gains X1 Mult when a Joker or playing card is scored			0
E1834	cryptid	cryptid	Echo Card	card_modifier			1 in 2 chance to retrigger 2 additional times when scored			0
E1835	cryptid	cryptid	Edition Deck	deck			All cards are a chosen Edition and cannot change editions			0
E1836	cryptid	cryptid	Effarcire	joker	Exotic		Draws the full deck to hand when Blind is selected			0
E1837	cryptid	cryptid	Ember Stake	stake			All items give no money when sold			0
E1838	cryptid	cryptid	Emerald Stake	stake			30% chance for cards, packs, and vouchers in shop/booster packs to be face down until purchased			0
E1839	cryptid	cryptid	Emergency Chips	joker	Common		Immediately gains 20% of the blind requirement as score when sold			0
E1840	cryptid	cryptid	Empowered Tag	tag			Gives a free Spectral Pack containing The Soul and Gateway			0
E1841	cryptid	cryptid	Encoded Deck	deck			Starts with a Code Joker and a Copy/Paste; only Code Cards appear in shop		cryptid	1
E1842	cryptid	cryptid	Energia	joker	Exotic		When a Tag is acquired, creates 1 copy of it, with the number of copies increasing by 1 each time			0
E1843	cryptid	cryptid	Enhancement Deck	deck			All playing cards are a chosen Enhancement			0
E1844	cryptid	cryptid	Enter the Gungeon	challenge			All Blinds are Boss Blinds and skipping is disabled; starts with an Eternal AP Joker			0
E1845	cryptid	cryptid	Epic Tag	tag			Shop has a half-price Epic Joker			0
E1846	cryptid	cryptid	ERROR	joker	Epic		Adds Glitched to all cards, vouchers, and consumables in the shop at end of round; after 1-10 random rounds, selling it duplicates all owned Jokers			0
E1847	cryptid	cryptid	Eternal Flame	joker	Rare		Gains X0.2 Mult for each card sold			0
E1848	cryptid	cryptid	Exoplanet	joker	Common		Other Holographic cards each give +15 Mult			0
E1849	cryptid	cryptid	Exponentia	joker	Exotic		Gains ^0.03 Mult whenever XMult is triggered			0
E1850	cryptid	cryptid	Exposed	joker	Rare		Retriggers all scored non-face cards 2 additional times; all face cards are debuffed		cryptid	1
E1851	cryptid	cryptid	Facile	joker	Exotic		^3 Mult if played cards are scored 10 or fewer times			0
E1852	cryptid	cryptid	Fading Joker	joker	Uncommon		Gains X1 Mult whenever a Perishable card is debuffed			0
E1853	cryptid	cryptid	Familiar Currency	joker	Rare		Creates a Meme Joker at end of round for $19 if possible (must have room)			0
E1854	cryptid	cryptid	Fast Food M	joker	Common		+40 Mult, self-destructs in 2 rounds, increased by 1 round each time a Jolly Joker is sold			0
E1855	cryptid	cryptid	Fidget Spinner	joker	Common		+6 Chips if played hand is not your most-played hand			0
E1856	cryptid	cryptid	Flesh Panopticon	joker	Epic		X20 Boss Blind size; when Boss Blind is defeated, self-destructs and creates a Negative Gateway card			0
E1857	cryptid	cryptid	Formidiulosus	joker	Exotic		Destroys any Cursed Joker obtained, creates 3 Negative Candies at end of shop, and gains ^0.01 Mult per Candy owned			0
E1858	cryptid	cryptid	Foxy Joker	joker	Common		+130 Chips if played hand contains a Full House			0
E1859	cryptid	cryptid	Fractal Fingers	joker	Rare		+2 card selection limit			0
E1860	cryptid	cryptid	Fragile	card_modifier			X3 Mult; 7 in 8 chance this card isn't destroyed when triggered; unriggable			0
E1861	cryptid	cryptid	Fragile Tag	tag			Next base-edition shop Joker is free and becomes Fragile			0
E1862	cryptid	cryptid	Fridge Magnet	joker	Common		Earns $2 at end of round, X5 that amount if 4 or fewer Joker cards owned			0
E1863	cryptid	cryptid	Fucked-Up Joker/Tidy Joker	joker	Common		+37 Mult if played hand contains a Clusterfuck/Cluster		cryptid	1
E1864	cryptid	cryptid	Gambler's Tag	tag			1 in 4 chance to create an Empowered Tag			0
E1865	cryptid	cryptid	Garden of Forking Paths	joker	Rare		Earns $7 if played hand contains an Ace and a 7			0
E1866	cryptid	cryptid	Gemini	joker	Exotic		Doubles all values of the leftmost Joker at end of round			0
E1867	cryptid	cryptid	Ghost	joker	Cursed		At end of round, 1 in 2 chance to possess a random Joker, 1 in 6 chance to self-destruct (removed)			0
E1868	cryptid	cryptid	Glass Stake	stake			1 in 30 cards shatter when scored			0
E1869	cryptid	cryptid	Glitched	card_modifier			All values on this card are randomized between X0.1 and X10, where possible			0
E1870	cryptid	cryptid	Glitched Tag	tag			Next base-edition shop Joker is free and becomes Glitched			0
E1871	cryptid	cryptid	Glowing Deck	deck			Multiplies the values of all Jokers by X1.25 when Boss Blind is defeated		cryptid	1
E1872	cryptid	cryptid	Gold Joker	joker	Epic		Earns 0% of total money at end of round, +2% payout per played Gold card scored			0
E1873	cryptid	cryptid	Golden	card_modifier			Earns $2 when used or triggered			0
E1874	cryptid	cryptid	Golden Tag	tag			Next base-edition shop Joker is free and becomes Golden			0
E1875	cryptid	pokermon	Good As Gold	challenge			6 hand size, starts with $6; deck is a standard 52-card deck where all cards are Gold; starts with Eternal Gholdengo			0
E1876	cryptid	cryptid	Googol Play Card	joker	Epic		1 in 8 chance for X1.0e100 Mult			0
E1877	cryptid	cryptid	Gourmand Tag	tag			Shop has a free Food Joker			0
E1878	cryptid	cryptid	Gray Stake	stake			Rerolls increase in cost by $2 each			0
E1879	cryptid	cryptid	Green Seal	card_modifier			Creates a Code card when played and unscoring (must have room)			0
E1880	cryptid	pokermon	Hammertime	challenge			2 hands and 1 discard per round; deck is only ranks 2,3,4,5,A (20 cards), Ace of Spades is Steel; starts with Eternal Tinkaton			0
E1881	cryptid	cryptid	Happy House	joker	Uncommon		Gains ^4 Mult only after playing 114 hands			0
E1882	cryptid	cryptid	High Five	joker	Rare		If highest scoring rank is 5, converts all scoring cards into 5s (Aces count as 1)			0
E1883	cryptid	cryptid	Horizon Stake	stake			When Blind is selected, adds a random card to the deck			0
E1884	cryptid	cryptid	Huge	joker	Epic		X7 Mult until end of round if poker hand is a Pair			0
E1885	cryptid	cryptid	Hunting Season	joker	Uncommon		If played hand contains exactly 3 cards, destroys the center card after scoring			0
E1886	cryptid	cryptid	Infinite Deck	deck			You can select any number of cards; +1 hand size			0
E1887	cryptid	cryptid	Iterum	joker	Exotic		Retriggers all played cards 1 time; each played card gives X2 Mult when scored			0
E1888	cryptid	cryptid	Jade Stake	stake			1 in 20 cards are drawn face down			0
E1889	cryptid	cryptid	Jawbreaker	joker	Candy		When Boss Blind is defeated, doubles the values of adjacent Jokers, then self-destructs			0
E1890	cryptid	cryptid	Jimball	joker	Rare		Gains X0.15 Mult per consecutive hand played while playing your most-played poker hand			0
E1891	cryptid	cryptid	Jimbo-tron 9000	joker	Epic		Gains ^1 Mult for each default Joker owned			0
E1892	cryptid	cryptid	Joker Poker	challenge			Skipping, rerolling, booster packs, and consumables are all disabled, 0 discards per round and 0 consumable slots; all Jokers that interact with those systems are banned			0
E1893	cryptid	cryptid	Jolly	card_modifier			+8 Mult; changes the Joker's name to start with M			0
E1894	cryptid	cryptid	Jolly Joker?	joker	Common		Creates a Jolly Joker when a Joker is sold, once per round			0
E1895	cryptid	cryptid	Jolly Tag	tag			Next base-edition shop Joker is free and becomes Jolly			0
E1896	cryptid	cryptid	Kaleidoscope	joker	Rare		Adds Polychrome to a random Joker when Boss Blind is defeated			0
E1897	cryptid	cryptid	Key Change	joker	Uncommon		Gains X0.25 Mult if the current poker hand has not been played this round, resetting at end of round			0
E1898	cryptid	cryptid	Kidnapping	joker	Common		Earns $1 at end of round, +$3 more when a Mult-type or Chips-type Joker is sold			0
E1899	cryptid	cryptid	Kitty Printer	joker	Uncommon		X2 Mult; all skip tags become Cat Tags			0
E1900	cryptid	cryptid	Krusty the Clown	joker	Uncommon		Gains X0.02 Mult when each played card is scored			0
E1901	cryptid	cryptid	Labyrinth	joker	Common		All hands are considered the first hand and all discards the first discard of the round			0
E1902	cryptid	cryptid	Lavender Loop	boss_blind			1.25X blind requirement every 1.5 seconds spent this round			0
E1903	cryptid	cryptid	LeBaron James	joker	Rare		Played and scoring Kings give +1 hand size and trigger held-in-hand effects			0
E1904	cryptid	cryptid	Legendary Deck	deck			Starts with a Legendary Joker; 1 in 5 chance to create another when Boss Blind is defeated (must have room)		cryptid	1
E1905	cryptid	cryptid	Lemon Trophy	boss_blind			Mult cannot exceed Chips			0
E1906	cryptid	cryptid	Lens Tag	tag			Applies Negative to 2 random consumables			0
E1907	cryptid	cryptid	Light Card	card_modifier			When played with 5 other scoring cards, gains X0.2 Mult and increases its requirement by 5			0
E1908	cryptid	pokermon	Little Cup	challenge			Small and Big Blinds give no reward money, 3 Joker Slots; starts with Negative Eternal Everstone			0
E1909	cryptid	pokermon	Lonesome	challenge			Jokers no longer appear in shop, 1 Joker Slot, 10 Consumable Slots; starts with Eternal Cubone			0
E1910	cryptid	cryptid	Loopy	joker	Common		Retriggers all Jokers once for each Jolly Joker sold this round			0
E1911	cryptid	cryptid	Loss	tag			Gives a free Meme Pack			0
E1912	cryptid	cryptid	Lucky Joker	joker	Common		Earns $5 every time a Lucky card successfully triggers			0
E1913	cryptid	cryptid	Luigi	joker	Legendary		All Jokers give X3 Chips (removed)			0
E1914	cryptid	cryptid	m	joker	Epic		Gains X13 Mult when Jolly Joker is sold (starts at X1)			0
E1915	cryptid	cryptid	M	joker	Epic		Creates a Negative Jolly Joker when Blind is selected			0
E1916	cryptid	cryptid	M Chain	joker	Common		Sell this card to add $1 of sell value to every Joker card			0
E1917	cryptid	cryptid	M Stack	joker	Rare		Retriggers all played cards once for every 3 Jolly Jokers sold			0
E1918	cryptid	cryptid	Macabre Joker	joker	Common		When Blind is selected, destroys every Joker except M Jokers and Jolly Jokers, creating a Jolly Joker for each destroyed card			0
E1919	cryptid	cryptid	Many Have Lost Their Minds Comprehending This Joker	joker	Common		+8.07e67 Chips if played hand contains The Entire Fucking Deck/The Entire Deck			0
E1920	cryptid	cryptid	Mario	joker	Legendary		Retriggers all Jokers 2 additional times (removed)			0
E1921	cryptid	cryptid	Maximized	joker	Rare		All face cards are considered Kings, all numbered cards are considered 10s			0
E1922	cryptid	cryptid	Megg	joker	Common		Sell this card to create 0 Jolly Jokers, +1 more at end of round			0
E1923	cryptid	cryptid	Mellowcreme	joker	Candy		Sell this card to multiply the sell value of all consumables by X4			0
E1924	cryptid	cryptid	Membership Card	joker	Legendary		X0.1 Mult per member in the Cryptid Discord server (live count)			0
E1925	cryptid	cryptid	Memory Tag	tag			Creates 2 copies of the last non-copying Tag used this run			0
E1926	cryptid	cryptid	Meteor Shower	joker	Common		Other Foil cards each give +75 Chips			0
E1927	cryptid	cryptid	Misprint Deck	deck			Values of cards and poker hands are randomized			0
E1928	cryptid	cryptid	Misprinted Sleeve	sleeve			Values in cards are randomized			0
E1929	cryptid	cryptid	Mondrian	joker	Uncommon		Gains X0.25 Mult if no discards were used			0
E1930	cryptid	cryptid	Monkey Dagger	joker	Uncommon		When Blind is selected, destroys Joker to the left and permanently adds 10x its sell value as +Chips			0
E1931	cryptid	cryptid	Monopoly Money	joker	Cursed		1 in 4 chance to destroy purchased items; halves money when sold			0
E1932	cryptid	cryptid	Monster	joker	Common		Future copies of this Joker gain X0.75 Mult at end of round			0
E1933	cryptid	cryptid	Morse Code	joker	Common		Earns $1 at end of round, +$2 more when a card with an Edition is sold			0
E1934	cryptid	cryptid	Mosaic	card_modifier			X2.5 Chips		cryptid	1
E1935	cryptid	cryptid	Mosaic Tag	tag			Next base-edition shop Joker is free and becomes Mosaic			0
E1936	cryptid	cryptid	Motebook	joker	Rare		1 in 7 chance per shop reroll to gain +1 Joker slot (always triggers with 4+ Jolly Jokers owned), once per round			0
E1937	cryptid	cryptid	Mult Joker	joker	Epic		1 in 3 chance per played Mult card scored to create a Cryptid card (must have room)			0
E1938	cryptid	pokermon	Mystery Dungeon	challenge			Starts with an Eternal Joker and applies a random Pokermon Deck effect; resets daily at 04:00 PM PST			0
E1939	cryptid	cryptid	Nebulous Joker	joker	Common		+30 Chips if played hand is None			0
E1940	cryptid	cryptid	Necromancer	joker	Uncommon		When a Joker is sold for more than $0, gain a random Joker sold this run that had $0 sell value			0
E1941	cryptid	cryptid	Negative Joker	joker	Epic		+4 Joker slots			0
